編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQNMLMKNHLFFFA87CC,44,115.85,住家用,鋼筋混凝土造,61年8月30日,四層,
RPUNMLMKNHLFFFA28CC,30,171.49,住家用,鋼筋混凝土造,75年6月30日,七層,
RPUNMLMKNHLFFFA28CC,30,16.73,共有部分,鋼筋混凝土造,75年6月30日,七層,
RPVNMLMKNHLFFFA38CC,32,121.89,商業用,鋼筋混凝土造,73年7月9日,二十二層,
RPVNMLMKNHLFFFA38CC,32,6.88,共有部分,鋼筋混凝土造,73年7月9日,二十二層,
RPVNMLMKNHLFFFA38CC,32,29.85,共有部分,鋼筋混凝土造,73年7月9日,二十二層,
RPUNMLMKNHLFFAA87DC,4,125.80,住家用,鋼筋混凝土造,100年11月10日,七層,
RPVOMLMKNHLFFBA18DC,3,88.66,住家用,鋼筋混凝土造,101年11月20日,十三層,
RPPNMLMKNHLFFAA27CC,33,88.81,住家用,鋼筋混凝土造,72年6月16日,七層,
RPSNMLMKNHLFFAA57CC,29,101.43,住家用,鋼筋混凝土造,76年1月15日,五層,
RPSNMLMKNHLFFAA57CC,29,10.12,共有部分,鋼筋混凝土造,76年1月15日,五層,
RPROMLMKNHLFFBA67CC,41,140.58,商業用,鋼筋混凝土造,64年1月27日,四層,
RPWOMLMKNHLFFBA18CC,30,2.85,共有部分,鋼筋混凝土造,75年7月23日,十二層,
RPWOMLMKNHLFFBA18CC,30,46.15,商業用,鋼筋混凝土造,75年7月23日,十二層,
RPQNMLMKNHLFFEA77CC,8,67.14,見其他登記事項,鋼筋混凝土造,97年10月2日,十五層,
RPQNMLMKNHLFFEA77CC,8,34.04,共用部分,鋼筋混凝土造,97年10月2日,十五層,
RPSNMLMKNHLFFEA97CC,35,113.67,商業用,鋼筋混凝土造,70年3月9日,七層,
RPSNMLMKNHLFFEA97CC,35,3.47,共用部分,鋼筋混凝土造,70年3月9日,七層,
RPTNMLMKNHLFFEA08CC,32,117.72,住家用,鋼筋混凝土造,73年4月30日,五層,
RPROMLMKNHLFFEA97CC,31,134.83,見使用執照,鋼筋混凝土造,74年5月15日,十二層,
RPROMLMKNHLFFEA97CC,31,3.73,共用部分,鋼筋混凝土造,74年5月15日,十二層,
RPROMLMKNHLFFEA97CC,31,7.37,共用部分,鋼筋混凝土造,74年5月15日,十二層,
RPROMLMKNHLFFEA97CC,31,17.28,共用部分,鋼筋混凝土造,74年5月15日,十二層,
RPUOMLMKNHLFFEA28CC,31,129.80,住家用,鋼筋混凝土造,74年1月26日,七層,
RPUOMLMKNHLFFEA28CC,31,9.43,共用部分,鋼筋混凝土造,74年1月6日,七層,
RPPNMLMKNHLFFCA47CC,44,370.57,商業用,鋼筋混凝土造,61年7月14日,十一層,
RPRNMLMKNHLFFCA67CC,12,72.70,商業用,鋼筋混凝土造,93年3月2日,十二層,
RPRNMLMKNHLFFCA67CC,12,10.84,共有部分,鋼筋混凝土造,93年3月2日,十二層,
RPRNMLMKNHLFFCA67CC,12,6.19,共有部分,鋼筋混凝土造,93年3月2日,十二層,
RPRNMLMKNHLFFCA67CC,12,25.32,共有部分,鋼筋混凝土造,93年3月2日,十二層,
RPRNMLMKNHLFFCA67CC,12,25.94,共有部分,鋼筋混凝土造,93年3月2日,十二層,
RPVNMLMKNHLFFCA08CC,3,52.80,住家用,鋼筋混凝土造,101年11月12日,十四層,
RPVNMLMKNHLFFCA08CC,3,26.42,見其他登記事項,鋼筋混凝土造,101年11月12日,十四層,
RPROMLMKNHLFFCA77CC,,114.67,,加強磚造,,二層,
RPUOMLMKNHLFFCA08CC,6,100.39,住家用,鋼筋混凝土造,99年5月18日,十四層,
RPUOMLMKNHLFFCA08CC,6,64.22,見其他登記事項,鋼筋混凝土造,99年5月18日,十四層,
RPUOMLMKNHLFFCA08CC,6,25.74,見其他登記事項,鋼筋混凝土造,99年5月18日,十四層,
RPOPMLMKNHLFFCA57CC,,20.22,,加強磚造,,三層,
RPPPMLMKNHLFFCA67CC,,20.22,,加強磚造,,三層,
RPQPMLMKNHLFFCA77CC,,20.22,,加強磚造,,三層,
RPRPMLMKNHLFFCA87CC,,20.22,,加強磚造,,三層,
RPPNMLMKNHLFFDA57CC,31,134.30,商業用,鋼筋混凝土造,73年11月14日,十二層,
RPPNMLMKNHLFFDA57CC,31,59.93,共有部分,鋼筋混凝土造,73年11月14日,十二層,
RPPNMLMKNHLFFDA57CC,31,103.50,商業用,鋼筋混凝土造,73年11月14日,十二層,
RPPNMLMKNHLFFDA57CC,31,41.62,共有部分,鋼筋混凝土造,73年11月14日,十二層,
RPVNMLMKNHLFFDA18CC,23,214.84,商業用,鋼骨混凝土造,82年8月13日,二十七層,
RPVNMLMKNHLFFDA18CC,9,67.31,共有部分,鋼骨鋼筋混凝土造,96年6月21日,二十七層,
RPVNMLMKNHLFFDA18CC,9,14.38,共有部分,鋼骨鋼筋混凝土造,96年6月21日,二十七層,
RPVNMLMKNHLFFDA18CC,9,1.49,見其他登記事項,鋼骨鋼筋混凝土造,96年6月21日,二十七層,
RPVNMLMKNHLFFDA18CC,9,1.49,見其他登記事項,鋼骨鋼筋混凝土造,96年6月21日,二十七層,
RPVNMLMKNHLFFDA18CC,9,5.48,見其他登記事項,鋼骨鋼筋混凝土造,96年6月21日,二十七層,
RPWNMLMKNHLFFDA28CC,19,220.78,住家用,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPWNMLMKNHLFFDA28CC,19,5.88,共有部分,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPWNMLMKNHLFFDA28CC,19,8.79,共有部分,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPROMLMKNHLFFDA87CC,31,122.54,住家用,鋼筋混凝土造,74年3月1日,七層,
RPROMLMKNHLFFDA87CC,31,5.67,共有部分,鋼筋混凝土造,74年3月1日,七層,
RPVOMLMKNHLFFDA28CC,8,59.77,住家用,鋼筋混凝土造,97年2月5日,十五層,
RPVOMLMKNHLFFDA28CC,8,23.44,共有部分,鋼筋混凝土造,97年2月5日,十五層,
RPWOMLMKNHLFFDA38CC,6,61.35,住家用,鋼筋混凝土造,99年9月1日,十五層,
RPWOMLMKNHLFFDA38CC,6,24.93,見其他登記事項,鋼筋混凝土造,99年9月1日,十五層,
RPWOMLMKNHLFFDA38CC,6,9.16,見其他登記事項,鋼筋混凝土造,99年9月1日,十五層,
RPWOMLMKNHLFFDA38CC,6,4.08,見其他登記事項,鋼筋混凝土造,99年9月1日,十五層,
RPQPMLMKNHLFFDA87CC,16,113.53,商業用,鋼筋混凝土造,89年10月26日,十四層,
RPQPMLMKNHLFFDA87CC,16,38.99,共有部分,鋼筋混凝土造,89年10月26日,十四層,
RPTPMLMKNHLFFDA18CC,11,98.47,住家用,見其他登記事項,93年11月30日,二十五層,
RPTPMLMKNHLFFDA18CC,11,3.28,共有部分,見其他登記事項,93年11月30日,二十五層,
RPTPMLMKNHLFFDA18CC,11,50.02,共有部分,見其他登記事項,93年11月30日,二十五層,
RPXPMLMKNHLFFDA58CC,7,32.86,住家用,鋼筋混凝土造,98年1月23日,十四層,
RPXPMLMKNHLFFDA58CC,7,7.17,共有部分,鋼筋混凝土造,98年1月23日,十四層,
RPXPMLMKNHLFFDA58CC,7,8.98,共有部分,鋼筋混凝土造,98年1月23日,十四層,
RPOQMLMKNHLFFDA77CC,26,61.45,商業用,鋼筋混凝土造,79年10月22日,十層,
RPOQMLMKNHLFFDA77CC,26,.49,商業用,鋼筋混凝土造,79年10月22日,十層,
RPOQMLMKNHLFFDA77CC,26,27.79,共有部分,鋼筋混凝土造,79年10月22日,十二層,
RPPQMLMKNHLFFDA87CC,26,38.17,商業用,鋼筋混凝土造,79年1月19日,十二層,
RPPQMLMKNHLFFDA87CC,26,14.05,共有部分,鋼筋混凝土造,79年1月19日,十二層,
RPQNMLNKNHLFFDA77CC,,108.37,住家用,鋼筋混凝土造,,四層,
RPOOMLNKNHLFFDA67CC,23,201.62,商業用,鋼筋混凝土造,82年6月21日,十層,
RPPOMLNKNHLFFDA77CC,23,62.94,見其他登記事項,鋼筋混凝土造,82年3月23日,十二層,
RPPOMLNKNHLFFDA77CC,24,21.47,共有部分,鋼筋混凝土造,81年10月28日,十二層,
RPUOMLNKNHLFFDA28CC,44,118.56,商業用,鋼筋混凝土造,61年3月8日,十層,
RPUOMLNKNHLFFDA28CC,44,63.98,商業用,鋼筋混凝土造,61年3月8日,十層,
RPUOMLNKNHLFFDA28CC,44,293.26,商業用,鋼筋混凝土造,61年3月8日,十層,
RPUOMLNKNHLFFDA28CC,,128.40,商業用,鋼筋混凝土造,,十層,
RPPNMLNKNHLFFCA57CC,6,188.82,見其他登記事項,鋼筋混凝土造,99年4月30日,十四層,
RPPNMLNKNHLFFCA57CC,6,111.28,見其他登記事項,鋼筋混凝土造,99年4月30日,十四層,
RPSNMLNKNHLFFCA87CC,20,90.49,住家用,鋼筋混凝土造,85年7月10日,十六層,
RPSNMLNKNHLFFCA87CC,20,46.90,共有部分,鋼筋混凝土造,85年7月10日,十六層,
RPXNMLNKNHLFFCA38CC,2,178.59,住家用,見其他登記事項,102年11月1日,二十四層,
RPXNMLNKNHLFFCA38CC,2,82.64,見其他登記事項,見其他登記事項,102年11月1日,二十四層,
RPROMLNKNHLFFCA87CC,8,10.76,見其他登記事項,鋼筋混凝土造,97年4月22日,九層,
RPROMLNKNHLFFCA87CC,8,5.14,共有部分,鋼筋混凝土造,97年4月22日,九層,
RPSOMLNKNHLFFCA97CC,7,174.15,見其他登記事項,見其他登記事項,98年4月22日,九層,
RPSOMLNKNHLFFCA97CC,7,116.27,共有部分,見其他登記事項,98年4月22日,九層,
RPOPMLNKNHLFFCA67CC,4,336.48,見其他登記事項,鋼筋混凝土造,101年1月4日,十層,
RPOPMLNKNHLFFCA67CC,4,266.77,見其他登記事項,鋼筋混凝土造,101年1月4日,十層,
RPOPMLNKNHLFFCA67CC,4,51.74,見其他登記事項,鋼筋混凝土造,101年1月4日,十層,
RPQPMLNKNHLFFCA87CC,15,160.66,工業用,鋼筋混凝土造,90年5月24日,八層,
RPQPMLNKNHLFFCA87CC,15,87.37,共有部分,鋼筋混凝土造,90年5月24日,八層,
RPRPMLNKNHLFFCA97CC,14,45.79,商業用,鋼筋混凝土造,90年11月12日,十四層,
RPRPMLNKNHLFFCA97CC,14,10.10,共有部分,鋼筋混凝土造,90年11月12日,十四層,
RPRPMLNKNHLFFCA97CC,14,13.48,共有部分,鋼筋混凝土造,90年11月12日,十四層,
RPQQMLNKNHLFFCA97CC,32,119.75,商業用,鋼筋混凝土造,73年4月21日,五層,
RPQQMLNKNHLFFCA97CC,32,8.64,共有部分,鋼筋混凝土造,73年4月21日,五層,
RPTQMLNKNHLFFCA28CC,26,351.42,工業用,鋼筋混凝土造,79年4月11日,五層,
RPTQMLNKNHLFFCA28CC,26,17.22,共有部分,鋼筋混凝土造,79年4月11日,五層,
RPUQMLNKNHLFFCA38CC,37,229.94,住家用,鋼筋混凝土造,68年6月14日,十二層,
RPQNMLNKNHLFFEA87CC,21,111.45,住家用,鋼筋混凝土造,84年3月21日,八層,
RPQNMLNKNHLFFEA87CC,21,11.38,共用部分,鋼筋混凝土造,84年3月21日,八層,
RPQNMLNKNHLFFEA87CC,21,5.83,住家用,鋼筋混凝土造,84年3月21日,十二層,
RPROMLNKNHLFFEA08CC,27,115.41,住家用,鋼筋混凝土造,78年1月31日,三層,
RPSNMLNKNHLFFBA77CC,18,26.78,商業用,鋼筋混凝土造,86年11月26日,十二層,
RPSNMLNKNHLFFBA77CC,18,5.75,共有部分,鋼筋混凝土造,86年11月26日,十二層,
RPSNMLNKNHLFFBA77CC,18,5.76,共有部分,鋼筋混凝土造,86年11月26日,十二層,
RPUNMLNKNHLFFBA97CC,33,92.74,商業用,鋼筋混凝土造,71年11月16日,十二層,
RPUNMLNKNHLFFBA97CC,33,38.18,共有部分,鋼筋混凝土造,71年11月16日,十二層,
RPPNMLNKNHLFFFA87CC,,202.86,住家用,鋼筋混凝土造,,十三層,
RPPNMLNKNHLFFFA87CC,,17.93,共有部分,鋼筋混凝土造,,十三層,
RPRNMLNKNHLFFFA08CC,26,315.67,見使用執照,鋼筋混凝土造,79年9月1日,十二層,
RPTNMLNKNHLFFFA28CC,32,314.40,商業用,鋼筋混凝土造,73年9月20日,十五層,
RPTNMLNKNHLFFFA28CC,32,18.39,共有部分,鋼筋混凝土造,73年9月20日,十五層,
RPPNMLOKNHLFFFA97CC,20,102.86,商業用,鋼筋混凝土造,85年1月16日,七層,
RPPNMLOKNHLFFFA97CC,20,17.78,共有部分,鋼筋混凝土造,85年1月16日,七層,
RPPNMLOKNHLFFFA97CC,20,39.56,共有部分,鋼筋混凝土造,85年1月16日,七層,
RPPNMLOKNHLFFFA97CC,20,105.85,商業用,鋼筋混凝土造,85年1月16日,七層,
RPPNMLOKNHLFFFA97CC,20,17.78,共有部分,鋼筋混凝土造,85年1月16日,七層,
RPPNMLOKNHLFFFA97CC,20,45.13,共有部分,鋼筋混凝土造,85年1月16日,七層,
RPQNMLOKNHLFFFA08CC,,128.65,住家用,鋼筋混凝土造,,六層,
RPRNMLOKNHLFFFA18CC,32,152.16,商業用,鋼筋混凝土造,73年10月3日,十一層,
RPRNMLOKNHLFFFA18CC,32,27.99,共有部分,鋼筋混凝土造,73年10月3日,十一層,
RPPNMLOKNHLFFEA87CC,20,152.07,住家用,鋼骨混凝土造,84年11月3日,二十六層,
RPPNMLOKNHLFFEA87CC,20,40.33,共用部分,鋼骨混凝土造,84年11月3日,二十六層,
RPPNMLOKNHLFFEA87CC,20,48.50,共用部分,鋼骨混凝土造,84年11月3日,二十六層,
RPQNMLOKNHLFFEA97CC,29,97.00,住家用,鋼筋混凝土造,75年11月3日,五層,
RPSNMLOKNHLFFCA97CC,15,152.00,住家用,鋼筋混凝土造,90年1月19日,十四層,
RPUNMLQKNHLFFCA38CC,43,498.00,商業用,鋼筋混凝土造,62年3月22日,十一層,
RPXOMLQKNHLFFCA78CC,18,550.41,工業用,鋼筋混凝土造,87年10月15日,十層,
RPWNMLQKNHLFFDA68CC,22,515.43,見使用執照,鋼筋混凝土造,83年8月26日,十二層,
RPWNMLQKNHLFFDA68CC,22,66.98,共有部分,鋼筋混凝土造,83年8月26日,十二層,
RPXNMLQKNHLFFDA78CC,7,59.12,住家用,鋼筋混凝土造,98年7月2日,十九層,
RPXNMLQKNHLFFDA78CC,7,23.30,共有部分,鋼筋混凝土造,98年7月2日,十九層,
RPXNMLQKNHLFFDA78CC,7,5.01,共有部分,鋼筋混凝土造,98年7月2日,十九層,
RPXNMLQKNHLFFDA78CC,7,36.58,共有部分,鋼筋混凝土造,98年7月2日,十九層,
RPXNMLQKNHLFFDA78CC,7,23.11,共有部分,鋼筋混凝土造,98年7月2日,十九層,
RPOOMLQKNHLFFDA97CC,,74.71,住商用,鋼筋混凝土造,,五層,
RPUOMLQKNHLFFDA58CC,19,138.98,住家用,鋼筋混凝土造,86年6月10日,十一層,
RPOPMLQKNHLFFDA08CC,11,27.00,見其他登記事項,鋼筋混凝土造,94年10月6日,十一層,
RPOPMLQKNHLFFDA08CC,11,4.91,共有部分,鋼筋混凝土造,94年10月6日,十一層,
RPOPMLQKNHLFFDA08CC,11,10.20,共有部分,鋼筋混凝土造,94年10月6日,十一層,
RPVNMLQKNHLFFEA68CC,38,91.20,住家用,鋼筋混凝土造,67年6月7日,四層,
RPWNMLQKNHLFFEA78CC,8,48.30,住家用,鋼筋混凝土造,97年10月13日,十四層,
RPWNMLQKNHLFFEA78CC,8,8.69,共用部分,鋼筋混凝土造,97年10月13日,十四層,
RPSOMLQKNHLFFEA48CC,28,103.06,住家用,鋼筋混凝土造,77年7月11日,十五層,
RPSOMLQKNHLFFEA48CC,28,20.68,共用部分,鋼筋混凝土造,77年7月11日,十五層,
RPOOMLQKNHLFFBA77CC,4,106.01,住家用,鋼筋混凝土造,101年9月18日,十二層,
RPOOMLQKNHLFFBA77CC,4,25.60,見其他登記事項,鋼筋混凝土造,101年9月18日,十二層,
RPOOMLQKNHLFFBA77CC,4,13.81,見其他登記事項,鋼筋混凝土造,101年9月18日,十二層,
RPOOMLQKNHLFFBA77CC,4,.04,見其他登記事項,鋼筋混凝土造,101年9月18日,十二層,
RPOOMLQKNHLFFBA77CC,,14.93,,加強磚造,,二層,
RPSNMLQKNHLFFFA48CC,32,53.25,商業用,鋼筋混凝土造,72年12月27日,十二層,
RPSNMLQKNHLFFFA48CC,32,9.05,共有部分,鋼筋混凝土造,72年12月27日,十二層,
RPRNMLQKNHLFFAA87CC,48,95.10,住家用,加強磚造,56年11月30日,四層,
RPSNMLQKNHLFFAA97CC,3,133.66,住家用,鋼筋混凝土造,102年3月25日,十層,
RPSNMLQKNHLFFAA97CC,3,61.67,見其他登記事項,鋼筋混凝土造,102年3月25日,十層,
RPSNMLQKNHLFFAA97CC,3,32.26,見其他登記事項,鋼筋混凝土造,102年3月25日,十層,
RPTNMLQKNHLFFAA08CC,,110.14,住家用,鋼筋混凝土造,,四層,
RPQOMLQKNHLFFCA18DC,11,120.07,住家用,鋼筋混凝土造,94年2月4日,十層,
RPQOMLQKNHLFFCA18DC,11,83.88,共有部分,鋼筋混凝土造,94年2月4日,十層,
RPQOMLQKNHLFFCA18DC,11,14.35,共有部分,鋼筋混凝土造,94年2月4日,十層,
RPQOMLQKNHLFFCA18DC,11,12.33,共有部分,鋼筋混凝土造,94年2月4日,十層,
RPSOMLQKNHLFFCA38DC,10,106.42,商業用,鋼筋混凝土造,94年12月21日,九層,
RPVNMLQKNHLFFAA38DC,25,35.06,住家用,鋼筋混凝土造,80年7月10日,六層,
RPVNMLQKNHLFFAA38DC,25,9.61,共有部分,鋼筋混凝土造,80年7月10日,六層,
RPTNMLQKNHLFFFA68DC,35,133.28,商業用,鋼筋混凝土造,70年5月14日,十七層,
RPUNMLQKNHLFFEA68DC,7,6.69,共用部分,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPUNMLQKNHLFFEA68DC,7,23.66,共用部分,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPUNMLQKNHLFFEA68DC,7,29.53,共用部分,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPUNMLQKNHLFFEA68DC,7,143.93,住家用,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPUNMLQKNHLFFEA68DC,7,7.84,共用部分,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPUNMLQKNHLFFEA68DC,7,61.17,共用部分,鋼骨鋼筋混凝土造,97年11月12日,十八層,
RPVOMLRKNHLFFCA78DC,38,124.67,商業用,鋼筋混凝土造,67年1月11日,十二層,
RPVOMLRKNHLFFCA78DC,38,29.40,共有部分,鋼筋混凝土造,67年1月11日,十二層,
RPQOMLRKNHLFFDA38DC,19,82.55,見使用執照,鋼筋混凝土造,86年2月21日,二十一層,
RPQOMLRKNHLFFDA38DC,19,40.94,共有部分,鋼筋混凝土造,86年2月21日,二十一層,
RPPNMLRKNHLFFFA28CC,35,142.13,住家用,鋼筋混凝土造,70年1月23日,十四層,
RPPNMLRKNHLFFFA28CC,35,21.92,共有部分,鋼筋混凝土造,70年1月23日,十四層,
RPQNMLRKNHLFFFA38CC,27,129.08,商業用,鋼筋混凝土造,78年2月1日,十二層,
RPQNMLRKNHLFFFA38CC,27,43.92,共有部分,鋼筋混凝土造,78年2月1日,十二層,
RPRNMLRKNHLFFFA48CC,27,95.54,商業用,鋼筋混凝土造,78年2月1日,十二層,
RPRNMLRKNHLFFFA48CC,27,26.66,共有部分,鋼筋混凝土造,78年2月1日,十二層,
RPUNMLRKNHLFFFA78CC,,65.95,,加強磚造,,三層,
RPOOMLRKNHLFFFA28CC,,122.36,,鋼筋混凝土造,,六層,
RPROMLRKNHLFFFA58CC,,109.14,住家用,鋼筋混凝土造,,十三層,
RPROMLRKNHLFFFA58CC,,9.21,共有部分,鋼筋混凝土造,,十三層,
RPSNMLRKNHLFFBA18CC,,56.20,,鋼筋混凝土造,,五層,
RPVNMLRKNHLFFBA48CC,7,63.81,住家用,見其他登記事項,98年7月24日,十八層,
RPVNMLRKNHLFFBA48CC,7,19.09,共有部分,見其他登記事項,98年7月24日,十八層,
RPVNMLRKNHLFFBA48CC,7,.14,共有部分,見其他登記事項,98年7月24日,十八層,
RPVNMLRKNHLFFBA48CC,7,9.39,共有部分,見其他登記事項,98年7月24日,十八層,
RPPOMLRKNHLFFBA97CC,34,799.27,商業用,鋼筋混凝土造,71年7月13日,十三層,
RPQOMLRKNHLFFBA08CC,3,94.45,住家用,鋼筋混凝土造,102年4月19日,十二層,
RPQOMLRKNHLFFBA08CC,3,32.84,見其他登記事項,鋼筋混凝土造,102年4月19日,十二層,
RPQOMLRKNHLFFBA08CC,3,8.13,見其他登記事項,鋼筋混凝土造,102年4月19日,十二層,
RPQNMLRKNHLFFEA28CC,8,135.92,見其他登記事項,鋼筋混凝土造,97年9月30日,十八層,
RPQNMLRKNHLFFEA28CC,8,50.82,共用部分,鋼筋混凝土造,97年9月30日,十八層,
RPQNMLRKNHLFFEA28CC,8,21.82,共用部分,鋼筋混凝土造,97年9月30日,十八層,
RPROMLRKNHLFFEA48CC,27,8.43,共用部分,鋼筋混凝土造,78年4月26日,六層,
RPROMLRKNHLFFEA48CC,27,150.92,住家用,鋼筋混凝土造,78年4月26日,六層,
RPUOMLRKNHLFFEA78CC,7,32.85,住家用,鋼骨鋼筋混凝土造,98年8月18日,十九層,
RPUOMLRKNHLFFEA78CC,7,.39,共用部分,鋼筋混凝土造,98年8月18日,十九層,
RPUOMLRKNHLFFEA78CC,7,12.99,共用部分,鋼骨鋼筋混凝土造,98年8月18日,十九層,
RPXOMLRKNHLFFEA09CC,28,140.00,住家用,鋼筋混凝土造,76年11月16日,十七層,
RPXOMLRKNHLFFEA09CC,28,14.64,共用部分,鋼筋混凝土造,76年11月16日,十七層,
RPXOMLRKNHLFFEA09CC,28,23.44,共用部分,鋼筋混凝土造,76年11月16日,十七層,
RPOPMLRKNHLFFEA28CC,20,131.35,住家用,鋼筋混凝土造,85年6月5日,六層,
RPOPMLRKNHLFFEA28CC,20,48.96,共用部分,鋼筋混凝土造,85年6月5日,六層,
RPRNMLRKNHLFFDA28CC,31,137.42,住家用,鋼筋混凝土造,74年6月20日,七層,
RPUNMLRKNHLFFDA58CC,2,74.12,住家用,鋼筋混凝土造,103年8月5日,十一層,
RPUNMLRKNHLFFDA58CC,2,30.15,見其他登記事項,鋼筋混凝土造,103年8月5日,十一層,
RPVNMLRKNHLFFDA68CC,30,219.66,商業用,鋼筋混凝土造,75年2月5日,十五層,
RPVNMLRKNHLFFDA68CC,30,54.98,共有部分,鋼筋混凝土造,75年2月5日,十五層,
RPOOMLRKNHLFFDA08CC,39,60.45,住家用,鋼筋混凝土造,66年4月2日,十二層,
RPOOMLRKNHLFFDA08CC,39,9.96,共有部分,鋼筋混凝土造,66年4月2日,十二層,
RPPOMLRKNHLFFDA18CC,29,68.35,商業用,鋼筋混凝土造,76年2月25日,五層,
RPPOMLRKNHLFFDA18CC,29,7.48,見使用執照,鋼筋混凝土造,76年2月25日,五層,
RPUOMLRKNHLFFDA68CC,4,32.50,見其他登記事項,鋼筋混凝土造,101年5月8日,五層,
RPUOMLRKNHLFFDA68CC,4,24.71,見其他登記事項,鋼筋混凝土造,101年5月8日,五層,
RPVOMLRKNHLFFDA78CC,6,78.65,住家用,鋼筋混凝土造,99年9月21日,五層,
RPVOMLRKNHLFFDA78CC,6,80.17,見其他登記事項,鋼筋混凝土造,99年9月21日,五層,
RPQPMLRKNHLFFDA38CC,14,456.33,見使用執照,見使用執照,91年7月26日,十三層,
RPRNMLRKNHLFFCA18CC,1,447.59,見其他登記事項,鋼筋混凝土造,104年5月13日,五層,
RPRNMLRKNHLFFCA18CC,1,160.27,見其他登記事項,鋼筋混凝土造,104年5月13日,五層,
RPRNMLRKNHLFFCA18CC,1,302.53,見其他登記事項,鋼筋混凝土造,104年5月13日,五層,
RPPOMLRKNHLFFCA08CC,4,52.09,住家用,鋼筋混凝土造,101年1月9日,九層,
RPPOMLRKNHLFFCA08CC,4,17.43,見其他登記事項,鋼筋混凝土造,101年1月9日,九層,
RPPOMLRKNHLFFCA08CC,4,8.60,見其他登記事項,鋼筋混凝土造,101年1月9日,九層,
RPOPMLRKNHLFFCA08CC,8,64.22,商業用,鋼筋混凝土造,97年4月29日,十三層,
RPOPMLRKNHLFFCA08CC,8,27.79,共有部分,鋼筋混凝土造,97年4月29日,十三層,
RPQPMLRKNHLFFCA28CC,36,36.55,住商用,鋼筋混凝土造,69年4月7日,九層,
RPQPMLRKNHLFFCA28CC,36,6.47,共有部分,鋼筋混凝土造,69年4月7日,九層,
RPRPMLRKNHLFFCA38CC,14,201.10,工業用,見使用執照,91年5月20日,十三層,
RPRPMLRKNHLFFCA38CC,14,9.43,共有部分,見使用執照,91年5月20日,十三層,
RPRPMLRKNHLFFCA38CC,14,84.18,共有部分,見使用執照,91年5月20日,十三層,
RPRPMLRKNHLFFCA38CC,14,23.75,共有部分,見使用執照,91年5月20日,十三層,
RPRPMLRKNHLFFCA38CC,14,72.04,見使用執照,見使用執照,91年5月20日,十三層,
RPRPMLRKNHLFFCA38CC,14,9.37,共有部分,見使用執照,91年5月20日,十三層,
RPSPMLRKNHLFFCA48CC,8,35.74,商業用,鋼筋混凝土造,97年6月3日,十一層,
RPSPMLRKNHLFFCA48CC,8,16.85,共有部分,鋼筋混凝土造,97年6月3日,十一層,
RPTPMLRKNHLFFCA58CC,5,51.20,見其他登記事項,鋼筋混凝土造,99年11月24日,十層,
RPTPMLRKNHLFFCA58CC,5,12.69,見其他登記事項,鋼筋混凝土造,99年11月24日,十層,
RPTPMLRKNHLFFCA58CC,5,48.47,見其他登記事項,鋼筋混凝土造,99年11月24日,十層,
RPVPMLRKNHLFFCA78CC,11,326.45,見其他登記事項,見其他登記事項,94年6月7日,十一層,
RPVPMLRKNHLFFCA78CC,11,73.78,共有部分,見其他登記事項,94年6月7日,十一層,
RPVPMLRKNHLFFCA78CC,11,137.62,共有部分,見其他登記事項,94年6月7日,十一層,
RPQNMLSKNHLFFCA18CC,,79.38,,加強磚造,,四層,
RPTOMLSKNHLFFCA58CC,15,1537.65,工業用,見使用執照,89年11月27日,十層,
RPUOMLSKNHLFFCA68CC,16,249.79,工業用,鋼筋混凝土造,89年8月5日,八層,
RPQPMLSKNHLFFCA38CC,36,127.91,商業用,鋼筋混凝土造,69年8月15日,十二層,
RPRPMLSKNHLFFCA48CC,9,22.49,見其他登記事項,鋼筋混凝土造,95年11月13日,十二層,
RPRPMLSKNHLFFCA48CC,9,15.65,共有部分,鋼筋混凝土造,95年11月13日,十二層,
RPTNMLSKNHLFFDA58CC,29,80.39,商業用,鋼筋混凝土造,76年5月26日,十六層,
RPTNMLSKNHLFFDA58CC,29,17.33,共有部分,鋼筋混凝土造,76年5月26日,十六層,
RPTNMLSKNHLFFDA58CC,29,2.21,見使用執照,鋼筋混凝土造,76年5月26日,十六層,
RPUNMLSKNHLFFDA68CC,40,103.00,住家用,鋼筋混凝土造,65年6月9日,六層,
RPWNMLSKNHLFFDA88CC,16,56.73,見使用執照,鋼筋混凝土造,88年12月31日,十一層,
RPWNMLSKNHLFFDA88CC,16,15.42,共有部分,鋼筋混凝土造,88年12月31日,十一層,
RPWNMLSKNHLFFDA88CC,16,9.62,共有部分,鋼筋混凝土造,88年12月31日,十一層,
RPXNMLSKNHLFFDA98CC,26,332.86,工業用,鋼筋混凝土造,79年7月5日,十三層,
RPXNMLSKNHLFFDA98CC,26,48.96,工業用,鋼筋混凝土造,79年7月5日,十三層,
